workshop.number,noc,participant.id,trend.1,effect.1,trend.2,effect.2,trend.3,effect.3,trend.4,effect.4,trend.5,effect.5,absolute,share,comfort,missing.q,add.notes
6,"Supervisors, petroleum, gas and chemical processing and utilities",6,18: (increased water/ waste treatment),up,Climate change/ environment,up,"Decrease in middle management, increase in supervision",up,,,,,more,increase,5,,
6,Underground production and development miners,6,1,down,18,down,increase demand of renewables,both,supply of workers,up,demand for technology,up,same,remain constant,2,,"additional trend: 12, none"
6,Computer network technicians,7,1,down,soft skills,up,,,,,,,fewer,decrease,4,,
6,Court clerks,7,Globalization,up,Immigration,up,Individualization,up,Digitalization,up,,,more,increase,6,,
6,Electrical mechanics,7,electric vehicles,up,upskilling,down,value change towards repairs,up,,,,,same,remain constant,5,,
6,Financial managers,7,1,up,Contract,up,Global,up,3,down,Demographic change,down,fewer,decrease,4,,
6,Fish and seafood plant workers,7,Tech change,down,Political priorities,both,Innovation,up,,,,,same,remain constant,5,,
6,Fishermen/women,7,consolidation - larger operations,down,18,down,Exploit diversity of products,up,,,,,fewer,decrease,4,,
6,Forestry technologists and technicians,7,Environmental,up,New market away plastic,up,,,,,,,fewer,decrease,2,,
6,Furniture and fixture assemblers and inspectors,7,Automation,down,"Reduce, reuse, recycle",down,import,down,,,,,fewer,decrease,6,,
6,Industrial and manufacturing engineers,7,1 + automation,up,Innovation,up,,,,,,,same,remain constant,3,,
6,Instructors of persons with disabilities,7,Demographic,up,Policy/values changes,up,tech change,down,,,,,more,remain constant,5,,
6,"Labourers in food, beverage and associated products processing",7,6,down,1,down,Globalization,down,,,,,fewer,decrease,5,,
6,Medical administrative assistants,7,Technological change,down,Integration + data,down,Aging population,up,,,,,fewer,decrease,7,,
6,"Operators and attendants in amusement, recreation and sport",7,4,up,2,down,Demographics,up,Increasing inequality,down,,,fewer,decrease,5,,
6,Paramedical occupations,7,Tech change,up,Aging population,up,Mental health crisis,up,funding government,down,,,same,remain constant,4,,
6,Plastics processing machine operators,7,Tech change,down,Environment,down,Demographics,down,,,,,fewer,decrease,5,,
6,Registered nurses and registered psychiatric nurses,7,Demographics - aging population,up,Increased mental health needs,up,,,,,,,more,increase,5,,
6,"Senior managers - financial, communications and other business services",7,28,up,Increasing inequality,down,,,,,,,same,remain constant,4,,
6,"Steamfitters, pipefitters and sprinkler system installers",7,retrofitting,up,infrastructure priorities,both,Tech change,down,"safety requirement, policies",up,,,same,remain constant,5,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",7,Demographic change,down,Tech change,up,18,up,,,,,same,remain constant,4,,
6,Underground production and development miners,7,automation,down,demand for these materials in tech,up,,,,,,,same,remain constant,5,,
6,Computer network technicians,8,1,up,6,up,14,down,9,down,,,more,increase,8,,
6,Court clerks,8,1,down,,,,,,,,,fewer,decrease,5,,
6,Electrical mechanics,8,1,down,11,down,18,up,15,up,24,up,same,remain constant,6,,
6,Financial managers,8,6,down,9,down,16,down,14,down,3,,fewer,decrease,7,,
6,Fish and seafood plant workers,8,12,up,18,down,1,down,28,up,,,fewer,decrease,6,,
6,Fishermen/women,8,18,down,19,down,13,up,24,up,,,fewer,decrease,6,,
6,Forestry technologists and technicians,8,19,up,18,down,22,down,,,,,same,remain constant,4,,
6,Furniture and fixture assemblers and inspectors,8,23,down,18,down,12,down,,,,,fewer,decrease,7,,
6,Industrial and manufacturing engineers,8,1,up,6,up,14,down,24,up,,,more,increase,7,,
6,Instructors of persons with disabilities,8,8,down,2,up,1,up,,,,,more,decrease,4,,
6,"Labourers in food, beverage and associated products processing",8,6,up,13,up,27 - NAFTA trade,down,28,up,,,more,remain constant,7,,
6,Medical administrative assistants,8,1,down,13,up,,,,,,,fewer,decrease,7,,
6,"Operators and attendants in amusement, recreation and sport",8,16,up,17,up,23,up,,,,,more,increase,7,,
6,Paramedical occupations,8,14,down,24,up,12,up,1,down,22,down,more,increase,8,,
6,Plastics processing machine operators,8,18,down,13,up,,,,,,,fewer,decrease,6,,
6,Registered nurses and registered psychiatric nurses,8,12,,15,up,24,up,31,up,13,down,more,increase,7,,
6,"Senior managers - financial, communications and other business services",8,24,up,3,up,12,up,,,,,more,increase,6,,
6,"Steamfitters, pipefitters and sprinkler system installers",8,24,up,13,up,,,,,,,more,remain constant,6,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",8,1,up,12,up,24,up,,,,,more,increase,7,,
6,Underground production and development miners,8,12,up,24,up,18,down,,,,,more,increase,6,,
6,Computer network technicians,9,1,up,Gig economy,down,30,up,,,,,fewer,decrease,7,,
6,Court clerks,9,1,down,3,down,25,up,9,up,,,fewer,decrease,7,,
6,Electrical mechanics,9,18,up,1,down,,,,,,,more,increase,7,,
6,Financial managers,9,1,down,3,down,9,up,7,up,,,fewer,decrease,10,,
6,Fish and seafood plant workers,9,1,down,worker mobility,down,18,down,28,up,,,fewer,decrease,4,,
6,Fishermen/women,9,1,down,18,down,Climate change,down,,,,,fewer,decrease,6,,
6,Forestry technologists and technicians,9,18,up,19,down,1,down,,,,,more,decrease,7,,
6,Furniture and fixture assemblers and inspectors,9,1,down,11,down,23,down,,,,,fewer,decrease,7,,
6,Industrial and manufacturing engineers,9,1,down,18,up,29,up,,,,,more,increase,7,,
6,Instructors of persons with disabilities,9,17,up,30,down,1,up,,,,,more,decrease,7,,
6,"Labourers in food, beverage and associated products processing",9,1,down,18,up,27,up,28,up,,,fewer,decrease,7,,
6,Medical administrative assistants,9,1,down,aging population,up,25,down,,,,,fewer,decrease,8,,
6,"Operators and attendants in amusement, recreation and sport",9,1,down,4,up,13,down,16,up,Aging demographic,down,fewer,decrease,7,,
6,Paramedical occupations,9,Rural support,up,14,up,18: financial resource scarcity,up,Aging population,down,Telemedicin,down,more,decrease,7,,"Additional trend: 22, down"
6,Plastics processing machine operators,9,1,down,18,down,5,down,,,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,9,Aging population,up,13,up,28,up,,,,,more,increase,7,,
6,"Senior managers - financial, communications and other business services",9,28,up,23,up,,,,,,,more,decrease,8,,
6,"Steamfitters, pipefitters and sprinkler system installers",9,18,down,1,down,21,down,,,,,fewer,decrease,9,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",9,1,down,21,up,,,,,,,same,remain constant,7,,
6,Underground production and development miners,9,1,down,18,up,12,up,27,up,,,more,increase,7,,
6,Computer network technicians,10,1,down,12,down,25,up,28,up,,,more,increase,7,,
6,Court clerks,10,22,up,23,up,18,up,9,up,,,more,increase,9,,
6,Electrical mechanics,10,8,down,5,down,21,up,,,,,same,decrease,7,,
6,Financial managers,10,25,up,28,up,13,up,,,,,same,decrease,6,,
6,Fish and seafood plant workers,10,1,down,13,up,12,up,,,,,more,remain constant,8,,
6,Fishermen/women,10,1,down,18,down,6,down,19,down,,,fewer,decrease,9,,
6,Forestry technologists and technicians,10,19,down,21,down,1,down,,,,,fewer,decrease,10,,
6,Furniture and fixture assemblers and inspectors,10,5,down,29,up,28,up,,,,,fewer,decrease,6,,
6,Industrial and manufacturing engineers,10,1,up,18,up,22,up,5,down,,,more,increase,9,,
6,Instructors of persons with disabilities,10,2,down,8,down,17,up,14,up,,,more,increase,8,,
6,"Labourers in food, beverage and associated products processing",10,31,up,22,up,1,down,,,,,same,remain constant,8,,
6,Medical administrative assistants,10,14,up,9,up,22,down,1,down,,,same,decrease,9,,
6,"Operators and attendants in amusement, recreation and sport",10,1,down,2,down,16,up,,,,,fewer,decrease,7,,
6,Paramedical occupations,10,13,up,19,up,,,,,,,more,remain constant,9,,
6,Plastics processing machine operators,10,5,down,1,up,31,down,,,,,fewer,decrease,6,,
6,Registered nurses and registered psychiatric nurses,10,13,up,14,up,1,down,,,,,more,increase,9,,
6,"Senior managers - financial, communications and other business services",10,28,down,6,down,26,down,,,,,fewer,remain constant,6,,
6,"Steamfitters, pipefitters and sprinkler system installers",10,22,up,27,up,21,up,,,,,same,decrease,9,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",10,12,up,22,up,21,up,,,,,more,increase,9,,
6,Underground production and development miners,10,2,up,27,up,12,up,18,up,,,more,decrease,8,,
6,Computer network technicians,11,Technology change,up,Globalization,up,Urbanization,up,,,,,more,increase,9,,
6,Court clerks,11,Technological change,down,Political uncertainty,up,Globalization,up,,,,,same,remain constant,7,,
6,Electrical mechanics,11,Technology change,down,Environmental change,down,,,,,,,fewer,decrease,7,,
6,Financial managers,11,Technology change,down,28,down,DIY movement,down,,,,,fewer,decrease,9,,
6,Fish and seafood plant workers,11,Globalization,down,Technology change,down,Industry outlook,up,,,,,same,remain constant,7,,
6,Fishermen/women,11,Technology change,down,Demographics,down,18,down,Consolidation,down,,,fewer,decrease,8,,
6,Forestry technologists and technicians,11,Global warming,up,Technological change,down,19,up,,,,,more,increase,7,,
6,Furniture and fixture assemblers and inspectors,11,Technology change,down,Demographic change,down,Globalization,down,,,,,fewer,decrease,7,,
6,Industrial and manufacturing engineers,11,1 + AI Robotics,down,Scaling of tech jobs,down,specifics of needs ,down,,,,,fewer,decrease,8,,
6,Instructors of persons with disabilities,11,Technology change,down,Political change,down,Job change,down,,,,,fewer,decrease,7,,
6,"Labourers in food, beverage and associated products processing",11,tech change,down,Demographic change,down,Urbanization,down,Buy local,both,,,fewer,decrease,8,,
6,Medical administrative assistants,11,Technology change,down,Demographic change,up,Political uncertainty ,down,,,,,same,remain constant,7,,
6,"Operators and attendants in amusement, recreation and sport",11,Technological change,down,Demographic change,down,Urbanization,down,,,,,fewer,decrease,7,,
6,Paramedical occupations,11,Technology change,down,Demographic change,up,Public budget,up,,,,,same,remain constant,8,,
6,Plastics processing machine operators,11,Technology change,down,Environmental change,down,Demographics,down,,,,,fewer,decrease,9,,
6,Registered nurses and registered psychiatric nurses,11,Demographics (aging),up,Mental health,up,,,,,,,more,increase,8,,
6,"Senior managers - financial, communications and other business services",11,Globalization,down,Technology,up,,,,,,,same,remain constant,7,,
6,"Steamfitters, pipefitters and sprinkler system installers",11,Technological change,up,Environmental change,up,,,,,,,same,remain constant,8,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",11,Technological change,up,Demographic change,up,Environmental change,up,,,,,more,increase,8,,
6,Underground production and development miners,11,Globalization,up,Technological change,up,Demand form devices that need morals,up,,,,,more,increase,8,,
6,Computer network technicians,12,29,up,6,up,9,up,3,down,25,up,more,remain constant,9,,
6,Court clerks,12,31,down,7,up,23,up,22,up,,,same,decrease,6,,
6,Electrical mechanics,12,21,up,11,up,12,up,5,up,,,more,remain constant,6.5,,
6,Financial managers,12,3,up,9,down,23,up,26,up,,,more,increase,6,,
6,Fish and seafood plant workers,12,18,down,11,down,23,down,,,,,same,decrease,6,,
6,Fishermen/women,12,18,down,11,down,,,,,,,fewer,decrease,6,,
6,Forestry technologists and technicians,12,19,up,1,up,11,up,18,up,,,same,remain constant,7,,
6,Furniture and fixture assemblers and inspectors,12,15,down,20,up,22,up,,,,,fewer,decrease,6,,
6,Industrial and manufacturing engineers,12,5,up,2,up,11,up,,,,,more,remain constant,6,,
6,Instructors of persons with disabilities,12,15,up,8,down,17,up,22,up,,,same,decrease,7,,
6,"Labourers in food, beverage and associated products processing",12,6,up,31,up,28,up,18,down,,,more,remain constant,6.5,,
6,Medical administrative assistants,12,23,up,25,up,,,,,,,same,remain constant,5,,
6,"Operators and attendants in amusement, recreation and sport",12,23,down,21,up,4,up,2,up,,,more,remain constant,6,,
6,Paramedical occupations,12,14,up,22,up,,,,,,,more,remain constant,6,,
6,Plastics processing machine operators,12,18,down,5,down,26,down,,,,,same,decrease,6,,
6,Registered nurses and registered psychiatric nurses,12,Demographics,up,14,up,17,up,23,up,31,down,more,increase,7,,
6,"Senior managers - financial, communications and other business services",12,29,up,6,up,3,up,,,,,same,remain constant,5,,
6,"Steamfitters, pipefitters and sprinkler system installers",12,11,down,22,up,,,,,,,same,remain constant,7,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",12,15,up,21,up,29,up,30,up,,,more,remain constant,6,,
6,Underground production and development miners,12,18,down,19,down,Environment/recycling,down,,,,,same,remain constant,7,,
6,Computer network technicians,14,Tech change,both,digitalization,up,1,down,,,,,fewer,decrease,6,,
6,Court clerks,14,Tech change,down,20,up,Population growth,up,23,up,Breakdown in social,up,same,remain constant,5,,
6,Electrical mechanics,14,Tech change,up,Electric cars,up,Less hydro carbon,up,,,,,more,increase,5,,
6,Financial managers,14,tech change,down,SME growth,up,Demographic / boomer retirement ,up,Globalization,down,Outsourcing,down,same,decrease,5,,
6,Fish and seafood plant workers,14,Automation,down,Fishery resources,both,Aging workforce,up,,,,,fewer,decrease,7,,
6,Fishermen/women,14,Automation,down,Aging population,up,18,down,Globalize/demand,up,,,fewer,decrease,7,,
6,Forestry technologists and technicians,14,Move away from plastics,up,19,up,Conservation values,up,Climate change,up,Big economy,up,more,increase,6,,
6,Furniture and fixture assemblers and inspectors,14,Automation,down,Local/niche products,up,,,,,,,fewer,decrease,6,,
6,Industrial and manufacturing engineers,14,Tech change,up,Remote operations,up,Digitization,up,K-12 STEM failure,down,,,more,increase,6,,
6,Instructors of persons with disabilities,14,Labour shortages,up,Aging boomers,up,Inclusive culture,up,,,,,more,increase,6,,
6,"Labourers in food, beverage and associated products processing",14,Automation,down,Globalization,up,SME grwoth,up,Local food,up,Carbon reduction,up,same,remain constant,5,,
6,Medical administrative assistants,14,Technology change,down,Health care costs,down,,,,,,,fewer,decrease,7,,
6,"Operators and attendants in amusement, recreation and sport",14,2,down,4 + Tech detox,up,AI lay offs,up,Population growth,up,Health outcomes demand,down,same,remain constant,5,,
6,Paramedical occupations,14,Replacing functions of doctors,up,Health care costs,both,Aging population,up,Tech change,down,,,more,increase,6,,
6,Plastics processing machine operators,14,Automation,down,1,down,Shift from plastics,down,,,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,14,Nurse's taking on more Dr's roles,up,Heath care costs,both,Aging ,up,,,,,more,increase,7,,
6,"Senior managers - financial, communications and other business services",14,SME growth,up,Govenrment decent,up,Creative destruction?,up,Tech change oversight,up,Boomers retiring,up,more,increase,6,,
6,"Steamfitters, pipefitters and sprinkler system installers",14,Public sector safety,up,Infra refit,up,Public funding,both,Demographics,up,,,same,remain constant,5,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",14,Federal waste management regulation,up,Oil and gas / pioline,up,Mining growth,up,Automation,down,Environ. mangement,up,more,increase,7,,
6,Underground production and development miners,14,Digitalization,down,Remote operators,down,Increased mining,up,Automation,down,,,same,remain constant,7,,
6,Computer network technicians,15,1 + automation,down,5G networks,up,,,,,,,more,increase,7,,
6,Court clerks,15,More litigous sources,up,Automation,down,Globalization,up,,,,,same,remain constant,7,,
6,Electrical mechanics,15,18,up,More electrical equiptment,up,1 + robotics,down,,,,,same,remain constant,7,,
6,Financial managers,15,Automation,down,28 + DIY,down,,,,,,,fewer,decrease,6,,
6,Fish and seafood plant workers,15,Trade agreement,down,Automation,down,Boutique plants,up,Tourism/craft,up,,,fewer,decrease,7,,
6,Fishermen/women,15,Consolidation,down,Limited by resources,down,Gov regulation,down,Handling corporations,up,Tourism/niche,up,same,remain constant,7,,
6,Forestry technologists and technicians,15,Climate change,up,18,up,Automation,down,Technology,down,,,more,increase,7,,
6,Furniture and fixture assemblers and inspectors,15,Globalization,down,Craft,up,Automation,down,,,,,fewer,decrease,6,,
6,Industrial and manufacturing engineers,15,Move to robotics,up,more eng + less line,up,Increased tech jobs,up,1,down,,,more,increase,7,,
6,Instructors of persons with disabilities,15,More in programs,up,Gov funds dependent,down,Aging workforce,up,,,,,same,remain constant,5,,
6,"Labourers in food, beverage and associated products processing",15,Craft production,up,Consolidation,down,Automation,down,,,,,more,increase,7,,
6,Medical administrative assistants,15,Automation,down,Personal care use,up,Gov funding,down,,,,,fewer,decrease,6,,
6,"Operators and attendants in amusement, recreation and sport",15,1,down,Incre? share lifestyle,up,Aging workforce,up,,,,,fewer,decrease,5,,
6,Paramedical occupations,15,Greater distances to hospitals,up,Agining,up,More responsibility,up,,,,,more,increase,7,,
6,Plastics processing machine operators,15,Environmental concerns,down,Consumer preferences,down,Automation,down,,,,,fewer,decrease,7,,
6,Registered nurses and registered psychiatric nurses,15,Aging demographics,up,Gov funds,down,28,up,13,down,,,more,increase,7,,
6,"Senior managers - financial, communications and other business services",15,Globalization,up,More entrepreners ,up,Companies getting bigger,down,,,,,more,increase,7,,
6,"Steamfitters, pipefitters and sprinkler system installers",15,1,down,Some resistance to AI,up,,,,,,,same,remain constant,6,,
6,"Supervisors, petroleum, gas and chemical processing and utilities",15,1 + automation,down,Shift in tasks,up,Global leadership,up,,,,,fewer,decrease,6,,
6,Underground production and development miners,15,1 + automation,down,Scarcer/different deposits,up,,,,,,,more,increase,6,,
6,Computer network technicians,16,New trends,up,New opportunities,up,Wired world,up,1,up,,,more,increase,9,,
