main,conditional,pos_influence,neg_influence,pct_pos,occurance count,count,significance
value.Reading Comprehension,low value.Transportation,0.019736842105263157,-0.09637837738513881,0.125,6.625,8,***
value.Reading Comprehension,low value.Communications and Media,0.0,-0.06570006075792492,0.0,3.6666666666666665,9,***
value.Reading Comprehension,low value.Telecommunications,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,low value.Law and Government,0.0,-0.06101867005704202,0.0,16.714285714285715,7,***
value.Reading Comprehension,low value.Public Safety and Security,0.006545294806716118,-0.026705962836403536,0.2,2.5,10,***
value.Reading Comprehension,low value.Philosophy and Theology,0.007530120481927717,-0.04656769270076116,0.125,4.75,8,***
value.Reading Comprehension,low value.History and Archeology,0.06180262413434881,-0.08762419659521899,0.22586520947176686,13.0,9,***
value.Reading Comprehension,low value.Fine Arts,0.1124574479919902,-0.05037058697828215,0.4,5.2,5,**
value.Reading Comprehension,low value.Foreign Language,0.06431158202564252,-0.09784645074782101,0.6666666666666666,5.888888888888889,9,***
value.Reading Comprehension,low value.English Language,0.013698630136986314,-0.051307659252893156,0.1,1.2,10,***
value.Reading Comprehension,low value.Education and Training,0.0161705959900828,-0.11696182953332067,0.2857142857142857,4.285714285714286,7,***
value.Reading Comprehension,low value.Therapy and Counseling,0.07961818290672602,-0.049536211067709016,0.3333333333333333,6.222222222222222,9,***
value.Reading Comprehension,low value.Medicine and Dentistry,0.028035791297751182,-0.06288417932190547,0.2222222222222222,7.0,9,***
value.Reading Comprehension,low value.Sociology and Anthropology,0.04746597024374802,-0.041330529135407176,0.2222222222222222,3.3333333333333335,9,***
value.Reading Comprehension,low value.Psychology,0.07250140336614304,-0.08078769138129444,0.375,5.375,8,***
value.Reading Comprehension,low value.Biology,0.0,-0.06551600238019681,0.0,4.8,10,***
value.Reading Comprehension,low value.Chemistry,0.023798232856265002,-0.07251978376434336,0.2857142857142857,10.714285714285714,7,***
value.Reading Comprehension,low value.Physics,0.015969278477400626,-0.0790969051243024,0.2222222222222222,1.5555555555555556,9,***
value.Reading Comprehension,low value.Mathematics Knowledge,0.027876742160278734,-0.0003164556962025319,0.3,1.3,10,***
value.Reading Comprehension,low value.Mechanical,0.0558004429795782,-0.03647345048363451,0.4,2.5,10,***
value.Reading Comprehension,low value.Building and Construction,0.04030996506244033,-0.06714320270703705,0.3333333333333333,7.444444444444445,9,***
value.Reading Comprehension,low value.Design,0.0,-0.20181815123779906,0.0,4.6,5,**
value.Reading Comprehension,low value.Engineering and Technology,0.0,-0.07355744901676503,0.0,2.2222222222222223,9,***
value.Reading Comprehension,low value.Food Production,0.029219614800658527,-0.07133424331017868,0.3333333333333333,6.111111111111111,9,***
value.Reading Comprehension,low value.Production and Processing,0.027126735822475434,-0.02442994398664897,0.3333333333333333,3.6666666666666665,9,***
value.Reading Comprehension,low value.Personnel and Human Resources,0.04749090361662343,-0.029692832764505118,0.3,1.8,10,***
value.Reading Comprehension,low value.Economics and Accounting,0.0037878787878787915,-0.053945249597423514,0.1111111111111111,0.4444444444444444,9,***
value.Reading Comprehension,low value.Clerical,0.0,-0.07141881827505883,0.0,2.125,8,***
value.Reading Comprehension,low value.Speech Clarity,0.06221548499945035,-0.05735939105361422,0.42857142857142855,4.571428571428571,7,***
value.Reading Comprehension,low value.Speech Recognition,0.06068070175438596,0.0,0.2,0.5,10,***
value.Reading Comprehension,low value.Sound Localization,0.0,-0.02097064982181262,0.0,1.0,10,***
value.Reading Comprehension,low value.Auditory Attention,0.0034090909090909124,-0.09848115619940463,0.1,7.6,10,***
value.Reading Comprehension,low value.Hearing Sensitivity,0.005216484089723531,-0.050203688835996976,0.1111111111111111,2.0,9,***
value.Reading Comprehension,low value.Glare Sensitivity,0.014285714285714297,-0.015003363940873898,0.1111111111111111,2.2222222222222223,9,***
value.Reading Comprehension,low value.Depth Perception,0.006024096385542157,-0.005295709315809824,0.1,1.1,10,***
value.Reading Comprehension,low value.Peripheral Vision,0.0,-0.005820251724672815,0.0,0.4,10,***
value.Reading Comprehension,low value.Night Vision,0.003407155025553666,-0.043733143793864664,0.1,1.8,10,***
value.Reading Comprehension,low value.Visual Color Discrimination,0.0,-0.019236671873583647,0.0,1.2,10,***
value.Reading Comprehension,low value.Far Vision,0.0,-0.03928571428571428,0.0,0.6,10,***
value.Reading Comprehension,low value.Near Vision,0.0,-0.10125306320029856,0.0,1.875,8,***
value.Reading Comprehension,low value.Gross Body Equilibrium,0.004306220095693784,-0.008245920745920754,0.1,1.2,10,***
value.Reading Comprehension,low value.Gross Body Coordination,0.0018518518518518534,-0.009259259259259255,0.1,1.3,10,***
value.Reading Comprehension,low value.Dynamic Flexibility,0.06974403723094823,-0.006318082788671017,0.2,1.0,10,***
value.Reading Comprehension,low value.Extent Flexibility,0.008232762967694216,0.0,0.2,0.4,10,***
value.Reading Comprehension,low value.Stamina,0.00822000486736433,-0.15347600750884852,0.1,2.5,10,***
value.Reading Comprehension,low value.Trunk Strength,0.008487654320987663,-0.03729129631326021,0.1111111111111111,3.7777777777777777,9,***
value.Reading Comprehension,low value.Dynamic Strength,0.044696552665651174,-0.03473834439302383,0.375,2.375,8,***
value.Reading Comprehension,low value.Explosive Strength,0.02823935622869639,-0.03937612572935086,0.2,3.1,10,***
value.Reading Comprehension,low value.Static Strength,0.04280266795603785,-0.12347221418862978,0.2222222222222222,4.777777777777778,9,***
value.Reading Comprehension,low value.Speed of Limb Movement,0.02056280112844105,-0.0035569105691056944,0.375,4.375,8,***
value.Reading Comprehension,low value.Wrist-Finger Speed,0.017320712950706876,-0.014403292181069956,0.2222222222222222,2.3333333333333335,9,***
value.Reading Comprehension,low value.Reaction Time,0.0,-0.15211476765739115,0.0,7.714285714285714,7,***
value.Reading Comprehension,low value.Rate Control,0.020408163265306114,-0.0469755942665273,0.14285714285714285,4.714285714285714,7,***
value.Reading Comprehension,low value.Response Orientation,0.0179620331522113,-0.06869944447857984,0.2,5.1,10,***
value.Reading Comprehension,low value.Multilimb Coordination,0.005451115745233397,-0.054328207349649826,0.1111111111111111,1.5555555555555556,9,***
value.Reading Comprehension,low value.Control Precision,0.007465277777777783,-0.11757248581532635,0.1111111111111111,2.3333333333333335,9,***
value.Reading Comprehension,low value.Finger Dexterity,0.00438596491228069,-0.09666220384188905,0.125,5.5,8,***
value.Reading Comprehension,low value.Manual Dexterity,0.010683760683760679,-0.14928362306544676,0.1111111111111111,3.5555555555555554,9,***
value.Reading Comprehension,low value.Arm-Hand Steadiness,0.0,-0.14687443182127474,0.0,0.8,10,***
value.Reading Comprehension,low value.Time Sharing,0.0,-0.08650319946150313,0.0,3.2,10,***
value.Reading Comprehension,low value.Selective Attention,0.002150537634408604,-0.0021374045801526736,0.1,1.0,10,***
value.Reading Comprehension,low value.Perceptual Speed,0.015534491837809373,-0.03594554913392909,0.1111111111111111,1.2222222222222223,9,***
value.Reading Comprehension,low value.Flexibility of Closure,0.0,-0.03134328358208953,0.0,0.4,10,***
value.Reading Comprehension,low value.Speed of Closure,0.0,-0.02729568511342361,0.0,1.6,10,***
value.Reading Comprehension,low value.Number Facility,0.021540042986636764,-0.11310432061628517,0.16666666666666666,9.166666666666666,6,**
value.Reading Comprehension,low value.Mathematical Reasoning,0.0632808382639237,-0.009999999999999998,0.6,3.9,10,***
value.Reading Comprehension,low value.Category Flexibility,0.012169312169312167,0.0,0.1111111111111111,0.2222222222222222,9,***
value.Reading Comprehension,low value.Information Ordering,0.006372549019607848,-0.04740906499134348,0.125,2.125,8,***
value.Reading Comprehension,low value.Inductive Reasoning,0.0,-0.019886363636363633,0.0,1.0,8,***
value.Reading Comprehension,low value.Deductive Reasoning,0.013406472676315995,-0.06075277422108409,0.25,1.75,8,***
value.Reading Comprehension,low value.Problem Sensitivity,0.07800398580965599,-0.02375690607734806,0.6,2.9,10,***
value.Reading Comprehension,low value.Written Expression,0.0,-0.023651452282157676,0.0,0.2,10,***
value.Reading Comprehension,low value.Oral Expression,0.027228661499442985,-0.010117073170731716,0.2,2.2,10,***
value.Reading Comprehension,low value.Written Comprehension,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,low value.Oral Comprehension,0.0,-0.030198019801980207,0.0,0.3,10,***
value.Reading Comprehension,low value.Management of Personnel Resources,0.04569105369366519,-0.041572963518240864,0.25,2.625,8,***
value.Reading Comprehension,low value.Management of Material Resources,0.017276901669758808,-0.013872832369942195,0.3,2.4,10,***
value.Reading Comprehension,low value.Management of Financial Resources,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,low value.Time Management,0.04756448998044183,0.0,0.3,2.6,10,***
value.Reading Comprehension,low value.Systems Analysis,0.018237082066869297,-0.13824740979665348,0.14285714285714285,9.857142857142858,7,***
value.Reading Comprehension,low value.Judgment and Decision Making,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,low value.Repairing,0.056630410851879046,-0.06127899307404492,0.25,6.875,8,***
value.Reading Comprehension,low value.Troubleshooting,0.0359136284523591,-0.09949926422831579,0.375,7.75,8,***
value.Reading Comprehension,low value.Equipment Maintenance,0.013469909036411513,-0.024099922141852515,0.1111111111111111,3.0,9,***
value.Reading Comprehension,low value.Operation and Control,0.0,-0.01589897454894109,0.0,6.8,10,***
value.Reading Comprehension,low value.Operation Monitoring,0.0034979423868312784,-0.05147040904767726,0.1111111111111111,3.2222222222222223,9,***
value.Reading Comprehension,low value.Programming,0.0,-0.1243403033013742,0.0,14.166666666666666,6,**
value.Reading Comprehension,low value.Installation,0.0,-0.12385460568013396,0.0,9.11111111111111,9,***
value.Reading Comprehension,low value.Equipment Selection,0.010741772986198172,-0.03187920221857036,0.3,3.5,10,***
value.Reading Comprehension,low value.Operations Analysis,0.0,-0.17438122831452038,0.0,1.875,8,***
value.Reading Comprehension,low value.Service Orientation,0.047601612145971015,-0.05738636363636364,0.75,11.25,4,*
value.Reading Comprehension,low value.Instructing,0.0,-0.1924569613129827,0.0,32.22222222222222,9,***
value.Reading Comprehension,low value.Negotiation,0.028498225123096313,-0.07024180728784543,0.25,3.5,8,***
value.Reading Comprehension,low value.Persuasion,0.020833333333333353,-0.12038873378894721,0.3333333333333333,26.333333333333332,3,*
value.Reading Comprehension,low value.Coordination,0.0,-0.02375690607734806,0.0,0.4,10,***
value.Reading Comprehension,low value.Social Perceptiveness,0.004981601526124028,-0.04002760524499656,0.2222222222222222,3.0,9,***
value.Reading Comprehension,low value.Monitoring,0.06217384706439807,-0.0025641025641025663,0.3,2.1,10,***
value.Reading Comprehension,low value.Learning Strategies,0.020749759805117833,-0.02293790915094952,0.25,5.5,8,***
value.Reading Comprehension,low value.Active Learning,0.004375000000000004,-0.08370866130390754,0.1,2.8,10,***
value.Reading Comprehension,low value.Science,0.001201923076923078,-0.07941364772341183,0.125,11.125,8,***
value.Reading Comprehension,low value.Mathematics Skill,0.061549710472426536,0.0,0.5555555555555556,2.2222222222222223,9,***
value.Reading Comprehension,low value.Speaking,0.0,-0.01755901471091346,0.0,1.0,10,***
value.Reading Comprehension,low value.Writing,0.05183923309643561,0.0,0.4,2.0,10,***
value.Reading Comprehension,low value.Active Listening,0.02071487852242792,-0.09402306173220779,0.3,2.2,10,***
value.Active Listening,high value.Reading Comprehension,0.011912833488175944,-0.014044469462426115,0.3,2.1,10,***
value.Active Listening,high value.Active Listening,0.0028301886792452854,-0.0049535603715170325,0.1,0.6,10,***
value.Active Listening,high value.Writing,0.03032203589362627,0.0,0.2222222222222222,0.4444444444444444,9,***
value.Active Listening,high value.Speaking,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Mathematics Skill,0.103340816563845,0.0,0.4,1.5,10,***
value.Active Listening,high value.Science,0.053980454036445066,0.0,0.2,1.0,10,***
value.Active Listening,high value.Critical Thinking,0.12062319243417177,-0.03489574716300774,0.6,4.9,10,***
value.Active Listening,high value.Active Learning,0.0,-0.022935779816513766,0.0,0.2,10,***
value.Active Listening,high value.Learning Strategies,0.05664018097414731,-0.0030364372469635654,0.375,5.125,8,***
value.Active Listening,high value.Social Perceptiveness,0.0,-0.004186828933978529,0.0,0.6,10,***
value.Active Listening,high value.Coordination,0.01313502194429304,0.0,0.2,0.9,10,***
value.Active Listening,high value.Instructing,0.05109056875140239,-0.010114260832195146,0.3333333333333333,4.111111111111111,9,***
value.Active Listening,high value.Service Orientation,0.0,-0.01276002377360215,0.0,0.6666666666666666,6,**
value.Active Listening,high value.Complex Problem Solving,0.0037878787878787906,-0.014391972043217576,0.1,1.1,10,***
value.Active Listening,high value.Operations Analysis,0.005446203554119543,-0.0026086956521739033,0.1,0.7,10,***
value.Active Listening,high value.Technology Design,0.0849609375,-0.005208333333333339,0.125,0.75,8,***
value.Active Listening,high value.Equipment Selection,0.011517615176151751,0.0,0.1111111111111111,0.3333333333333333,9,***
value.Active Listening,high value.Installation,0.01639824304538801,0.0,0.1,0.2,10,***
value.Active Listening,high value.Programming,0.04700383141762453,-0.008204066614192507,0.2,1.6,10,***
value.Active Listening,high value.Operation Monitoring,0.007222222222222213,0.0,0.1,0.2,10,***
value.Active Listening,high value.Operation and Control,0.017806573679984304,0.0,0.3,1.3,10,***
value.Active Listening,high value.Equipment Maintenance,0.007763975155279493,0.0,0.1,0.3,10,***
value.Active Listening,high value.Troubleshooting,0.026715409191447527,-0.004605263157894729,0.2,0.6,10,***
value.Active Listening,high value.Repairing,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Quality Control Analysis,0.020638407151209164,0.0,0.2222222222222222,1.2222222222222223,9,***
value.Active Listening,high value.Judgment and Decision Making,0.053284161755186854,0.0,0.2,0.4,10,***
value.Active Listening,high value.Systems Analysis,0.02946927169065756,-0.020556087318986015,0.3,3.8,10,***
value.Active Listening,high value.Systems Evaluation,0.0848624335913276,-0.021777310668103032,0.5,4.75,8,***
value.Active Listening,high value.Time Management,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Management of Financial Resources,0.0020527859237536505,-0.01266666666666666,0.1,1.2,10,***
value.Active Listening,high value.Management of Material Resources,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Management of Personnel Resources,0.07242131700565806,-0.018640373251786715,0.3,5.3,10,***
value.Active Listening,high value.Oral Comprehension,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Written Comprehension,0.04385964912280702,-0.011052836052836064,0.1111111111111111,1.2222222222222223,9,***
value.Active Listening,high value.Oral Expression,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Written Expression,0.0,-0.041986669927846415,0.0,0.8,10,***
value.Active Listening,high value.Originality,0.059460157561668614,-0.04071541819868077,0.25,2.5,8,***
value.Active Listening,high value.Problem Sensitivity,0.03803848366093694,0.0,0.5,4.5,10,***
value.Active Listening,high value.Deductive Reasoning,0.0,-0.009222846441947574,0.0,0.4,10,***
value.Active Listening,high value.Inductive Reasoning,0.0221585817855979,-0.00440140845070423,0.375,1.5,8,***
value.Active Listening,high value.Information Ordering,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Category Flexibility,0.015740740740740743,-0.014694656488549621,0.1,0.4,10,***
value.Active Listening,high value.Mathematical Reasoning,0.015138803026288665,-0.004294149221685457,0.2222222222222222,1.1111111111111112,9,***
value.Active Listening,high value.Memorization,0.008840243882557015,-0.00929054054054055,0.25,3.875,8,***
value.Active Listening,high value.Speed of Closure,0.00340136054421769,-0.010471204188481669,0.1,1.2,10,***
value.Active Listening,high value.Flexibility of Closure,0.05503560430988978,0.0,0.4,3.0,10,***
value.Active Listening,high value.Perceptual Speed,0.04636829018575398,-0.017258540181862864,0.2,1.0,10,***
value.Active Listening,high value.Spatial Orientation,0.023504635020430827,0.0,0.3,0.8,10,***
value.Active Listening,high value.Selective Attention,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Arm-Hand Steadiness,0.0,-0.034313725490196095,0.0,0.5,8,***
value.Active Listening,high value.Manual Dexterity,0.026666666666666665,0.0,0.1,0.5,10,***
value.Active Listening,high value.Finger Dexterity,0.028064516129032258,0.0,0.1,1.6,10,***
value.Active Listening,high value.Control Precision,0.06301497331552589,-0.023477477477477464,0.3,2.0,10,***
value.Active Listening,high value.Multilimb Coordination,0.03855381388829073,-0.03011152416356876,0.3,1.7,10,***
value.Active Listening,high value.Response Orientation,0.0,0.0,0.0,0.0,10,***
value.Active Listening,high value.Rate Control,0.07316389027056236,0.0,0.3,1.0,10,***
value.Active Listening,high value.Reaction Time,0.16351819654119765,-0.03616727617090295,0.3333333333333333,2.3333333333333335,9,***
value.Active Listening,high value.Wrist-Finger Speed,0.008749999999999994,0.0,0.1,0.4,10,***
